forward_time,graph_id,hungarian time,model_kind,seed,split,total time
0.00570487499498995,30,0.0018307499994989485,mlp,9,baseline_seen,0.007535624994488899
0.005922542004554998,31,0.0009279169971705414,mlp,0,baseline_seen,0.0068504590017255396
0.004614708996086847,31,0.000987666004220955,mlp,1,baseline_seen,0.005602375000307802
0.003997832995082717,31,0.0007865000006859191,mlp,2,baseline_seen,0.0047843329957686365
0.0039374999978463165,31,0.0008740839984966442,mlp,3,baseline_seen,0.004811583996342961
0.004121792000660207,31,0.0010459170007379726,mlp,4,baseline_seen,0.00516770900139818
0.0038462500015157275,31,0.0007728749988018535,mlp,5,baseline_seen,0.004619125000317581
0.0036527080010273494,31,0.000778833004005719,mlp,6,baseline_seen,0.004431541005033068
0.0038042920059524477,31,0.0009022079975693487,mlp,7,baseline_seen,0.004706500003521796
0.004136583003855776,31,0.000801040994701907,mlp,8,baseline_seen,0.004937623998557683
